UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE
167215,A,,A,,A,,A,,A,,A,,A,,R,1031,-2
167260,R,32328,A,,R,4758,G,1078,G,198,G,1078,G,198,A,,2
167288,R,22495,A,,R,2328,G,750,G,97,G,750,G,97,A,,2
167297,A,,R,174930,A,,G,194,A,,R,148,A,,A,,1
167312,R,88533,A,,A,,G,2951,A,,G,2951,A,,A,,2
167358,R,612835,A,,R,230714,G,20428,G,9613,R,19151,R,9610,R,1386,2
167376,R,82123,A,,A,,G,2737,A,,G,2737,A,,A,,2
167394,R,29047,A,,R,4046,G,968,G,169,G,968,G,169,R,25,2
167525,R,83796,A,,A,,G,2793,A,,R,2656,A,,A,,2
167534,R,122365,A,,A,,G,4079,A,,G,4079,A,,A,,2
167598,R,31057,A,,R,33080,G,1035,G,1378,G,1035,G,1378,A,,2
167631,R,32905,A,,A,,G,1097,A,,G,1097,A,,A,,2
167677,R,627,A,,R,1932,G,21,G,81,G,21,R,85,A,,2
167729,R,126092,A,,R,25677,G,4203,G,1070,G,4203,G,1070,A,,2
167783,R,53602,A,,R,54789,G,1787,G,2283,G,1787,G,2283,R,399,2
167792,R,7958,A,,A,,G,265,A,,G,265,A,,A,,2
167835,R,82388,A,,R,16441,G,2746,G,685,R,2614,R,548,A,,2
167871,A,,R,145447,A,,G,162,A,,G,162,A,,A,,1
167899,R,57936,A,,R,17598,G,1931,G,733,R,1926,G,733,R,161,2
167905,R,88729,A,,A,,G,2958,A,,G,2958,A,,A,,2
167987,R,148518,A,,R,26130,G,4951,G,1089,G,4951,R,1452,R,326,2
167996,R,74654,A,,R,1384,G,2488,G,58,G,2488,G,58,A,,2
168005,R,136625,A,,R,18885,G,4554,G,787,G,4554,G,787,R,1393,2
168032,A,,R,20355,A,,G,23,A,,G,23,A,,A,,1
168148,R,213986,A,,R,111480,G,7133,G,4645,G,7133,G,4645,R,2175,2
168218,R,80649,A,,A,,G,2688,A,,G,2688,A,,A,,2
168227,R,113662,A,,R,5417,G,3789,G,226,G,3789,G,226,A,,2
168254,R,76626,A,,R,6987,G,2554,G,291,G,2554,G,291,R,547,2
168263,R,100441,A,,R,16325,G,3348,G,680,G,3348,G,680,A,,2
168281,R,56134,A,,A,,G,1871,A,,R,1776,A,,A,,2
168342,R,66014,A,,R,1806,G,2200,G,75,G,2200,R,56,A,,2
168421,R,207030,A,,R,25613,G,6901,G,1067,R,5751,R,1423,A,,2
168430,R,115558,A,,R,16916,G,3852,G,705,G,3852,G,705,A,,2
168528,R,48584,A,,R,1984,G,1619,G,83,G,1619,G,83,A,,2
168546,R,42935,A,,A,,G,1431,A,,G,1431,A,,A,,2
168555,A,,R,32064,A,,G,36,A,,G,36,A,,A,,1
168573,R,20474,A,,A,,G,682,A,,G,682,A,,A,,2
168591,R,39323,A,,R,1041,G,1311,G,43,R,1250,R,42,A,,2
168607,R,27440,A,,A,,G,915,A,,G,915,A,,A,,2
168740,R,38745,A,,R,24372,G,1292,G,1016,G,1292,G,1016,R,128,2
168786,R,31989,A,,R,1359,G,1066,G,57,G,1066,G,57,A,,2
168847,R,74790,A,,R,6972,G,2493,G,291,G,2493,R,245,A,,2
168883,R,21337,R,207280,A,,G,942,A,,G,942,A,,A,,3
168892,A,,R,73669,A,,G,82,A,,G,82,A,,A,,1
169080,R,91389,A,,R,7648,G,3046,G,319,G,3046,G,319,A,,2
169099,A,,A,,R,3633,A,,G,151,A,,G,151,R,206,-2
169187,R,5309,A,,A,,G,118,A,,G,118,A,,A,,2
169220,A,,A,,R,3885,A,,G,162,A,,G,162,R,92,-2
169248,R,283023,A,,R,70601,G,9434,G,2942,G,9434,G,2942,R,645,2
169275,R,136058,A,,A,,G,4535,A,,G,4535,A,,A,,2
169284,A,,R,366374,A,,G,407,A,,G,407,A,,A,,1
169327,R,23001,A,,R,4359,G,767,G,182,G,767,G,182,A,,2
169363,R,27663,A,,R,8766,G,922,G,365,G,922,G,365,A,,2
169424,A,,A,,R,3570,A,,G,149,A,,G,149,A,,-2
169442,R,35153,A,,R,1682,G,1172,G,70,G,1172,G,70,A,,2
169479,R,83893,A,,R,16894,G,2796,G,704,G,2796,G,704,A,,2
169503,A,,R,234809,A,,G,261,A,,G,261,A,,A,,1
169521,R,150847,A,,A,,G,5028,A,,G,5028,A,,A,,2
169576,R,5702,A,,A,,G,190,A,,G,190,A,,A,,2
169655,R,85435,A,,A,,G,2848,A,,R,2319,A,,A,,2
169716,R,77925,A,,R,20723,G,2598,G,863,G,2598,G,863,R,1206,2
169761,R,17517,R,239458,A,,G,655,A,,G,655,A,,A,,3
169798,R,278970,A,,R,38429,G,9299,G,1601,G,9299,G,1601,R,113,2
169813,A,,R,55700,A,,G,62,A,,G,62,A,,A,,1
169910,R,217072,A,,R,7981,G,7236,G,333,G,7236,G,333,R,531,2
169974,R,24065,A,,A,,G,802,A,,G,802,A,,A,,2
169983,R,42474,A,,R,5631,G,1416,G,235,G,1416,G,235,A,,2
169992,R,16990,A,,A,,G,566,A,,G,566,A,,A,,2
170000,R,17500,A,,R,1167,G,583,G,49,R,753,R,74,A,,2
170037,R,41007,A,,R,4626,G,1367,G,193,G,1367,G,193,A,,2
170055,R,230945,R,106044,A,,G,7816,A,,G,7816,A,,A,,3
170082,R,532534,A,,R,54594,G,17751,G,2275,G,17751,G,2275,R,392,2
170091,R,4355,A,,A,,G,145,A,,G,145,A,,A,,2
170240,R,233291,A,,A,,G,7776,A,,G,7776,A,,A,,2
170286,R,49459,A,,R,2733,G,1649,G,114,G,1649,G,114,A,,2
170301,R,97098,A,,A,,G,3237,A,,G,3237,A,,A,,2
170444,R,82062,A,,A,,G,2735,A,,G,2735,A,,A,,2
170532,R,61733,A,,A,,G,1372,A,,G,1372,A,,A,,2
170541,R,118110,A,,A,,G,3937,A,,G,3937,A,,A,,2
170550,R,60259,A,,A,,G,2009,A,,G,2009,A,,A,,2
170587,R,25776,A,,A,,G,859,A,,G,859,A,,A,,2
170611,A,,R,86907,A,,G,97,A,,G,97,A,,A,,1
170620,R,52041,A,,A,,G,1735,A,,G,1735,A,,A,,2
170639,R,40261,A,,A,,G,1342,A,,G,1342,A,,A,,2
170657,R,179677,A,,A,,G,5989,A,,G,5989,A,,A,,2
170675,R,54486,A,,R,17993,G,1816,G,750,G,1816,G,750,A,,2
170736,A,,R,16005,A,,G,18,A,,G,18,A,,A,,1
170790,R,319654,A,,A,,G,10655,A,,G,10655,A,,A,,2
170806,R,46686,A,,R,3679,G,1556,G,153,G,1556,G,153,R,21,2
170967,R,27660,A,,R,495,G,922,G,21,G,922,G,21,A,,2
170976,R,1005666,A,,R,335733,G,33522,G,13989,G,33522,R,16205,R,3161,2
171012,A,,R,146200,A,,G,162,A,,G,162,A,,A,,1
171100,R,1182532,A,,R,119721,G,39418,G,4988,G,39418,G,4988,R,3120,2
171128,R,181726,A,,R,21089,G,6058,G,879,R,5786,R,1092,A,,2
171137,R,163538,A,,R,26364,G,5451,G,1099,G,5451,G,1099,A,,2
171146,R,119983,A,,R,15755,G,3999,G,656,G,3999,G,656,R,1028,2
171155,R,66499,A,,A,,G,2217,A,,G,2217,A,,A,,2
171225,R,42019,A,,A,,G,1401,A,,G,1401,A,,A,,2
171234,R,25044,A,,A,,G,835,A,,G,835,A,,A,,2
171304,R,69003,A,,A,,G,2300,A,,G,2300,A,,A,,2
171395,R,27555,A,,A,,G,919,A,,G,919,A,,A,,2
171456,R,179390,A,,R,9349,G,5980,G,390,R,5979,G,390,R,7,2
171483,R,59141,A,,A,,G,1971,A,,G,1971,A,,A,,2
171492,R,55868,A,,R,9472,G,1862,G,395,G,1862,G,395,A,,2
171535,R,304692,A,,A,,G,10156,A,,G,10156,A,,A,,2
171571,R,343069,A,,R,39705,G,11436,G,1654,G,11436,G,1654,R,756,2
171599,R,26315,A,,R,579,G,877,G,24,G,877,G,24,A,,2
171775,A,,R,27249,A,,G,30,A,,G,30,A,,A,,1
171881,R,3517,A,,R,0,G,117,G,0,G,117,G,0,A,,2
171988,R,5880,A,,A,,G,196,A,,G,196,A,,A,,2
171997,R,9570,A,,A,,G,319,A,,G,319,A,,A,,2
172015,R,4770,A,,A,,G,159,A,,G,159,A,,A,,2
172033,R,1787,A,,R,2984,G,60,G,124,G,60,G,124,A,,2
172051,R,165497,A,,R,13394,G,5517,G,558,G,5517,G,558,R,20,2
172200,R,171110,A,,A,,G,5704,A,,G,5704,A,,A,,2
172264,R,42346,A,,R,3142,G,1412,G,131,G,1412,G,131,A,,2
172291,R,58535,A,,A,,G,1951,A,,G,1951,A,,A,,2
172307,R,41051,A,,A,,G,1368,A,,G,1368,A,,A,,2
172334,R,28323,A,,R,23817,G,944,G,992,G,944,R,1323,R,18,2
172422,R,6134,A,,A,,G,136,A,,G,136,A,,A,,2
172477,A,,A,,R,138,A,,G,6,A,,G,6,R,532,-2
172495,A,,R,144678,A,,G,161,A,,R,192,A,,A,,1
172608,R,14203,A,,R,8015,G,316,G,223,G,316,G,223,A,,2
172617,R,227548,A,,A,,G,7585,A,,G,7585,A,,A,,2
172635,R,187062,A,,A,,G,6235,A,,G,6235,A,,A,,2
172644,R,466611,A,,R,96695,G,15554,G,4029,G,15554,G,4029,R,3962,2
172671,R,18805,A,,A,,G,627,A,,G,627,A,,A,,2
172680,A,,R,84706,A,,G,94,A,,G,94,A,,A,,1
172699,R,356931,A,,R,49697,G,11898,G,2071,G,11898,G,2071,R,498,2
172705,A,,A,,R,4854,A,,G,202,A,,G,202,R,41,-2
172866,R,4345,A,,A,,G,97,A,,G,97,A,,A,,2
172918,R,57821,A,,A,,G,1927,A,,G,1927,A,,A,,2
172954,R,39462,A,,A,,G,1315,A,,G,1315,A,,A,,2
172963,R,140338,A,,A,,G,4678,A,,G,4678,A,,A,,2
173045,R,76947,A,,R,14105,G,2565,G,588,G,2565,G,588,R,163,2
173063,R,62464,A,,A,,G,2082,A,,G,2082,A,,A,,2
173115,R,18071,A,,A,,G,602,A,,G,602,A,,A,,2
173124,R,88052,A,,R,4526,G,2935,G,189,G,2935,G,189,A,,2
173142,R,22492,A,,R,1127,G,750,G,47,G,750,G,47,A,,2
173160,R,71648,A,,R,16964,G,2388,G,707,G,2388,G,707,R,25,2
173203,R,76106,A,,A,,G,2537,A,,G,2537,A,,A,,2
173258,R,59934,A,,A,,G,1998,A,,R,1993,A,,A,,2
173300,R,53997,A,,R,1282,G,1800,G,53,G,1800,G,53,A,,2
173328,R,89343,A,,R,50462,G,2978,G,2103,G,2978,R,2655,R,98,2
173416,R,59268,A,,A,,G,1976,A,,G,1976,A,,A,,2
173452,R,21315,A,,R,1219,G,711,G,51,G,711,G,51,A,,2
173461,R,73350,A,,A,,G,2445,A,,G,2445,A,,A,,2
173559,R,96326,A,,A,,G,3211,A,,G,3211,A,,A,,2
173638,R,59962,A,,A,,G,1999,A,,G,1999,A,,A,,2
173647,R,62287,A,,A,,G,2076,A,,G,2076,A,,A,,2
173665,R,53203,A,,R,12975,G,1773,G,541,G,1773,G,541,A,,2
173683,A,,A,,R,3975,A,,G,166,A,,G,166,A,,-2
173708,R,80739,A,,A,,G,2691,A,,G,2691,A,,A,,2
173735,R,73780,A,,A,,G,2459,A,,G,2459,A,,A,,2
173744,A,,R,527621,A,,G,586,A,,G,586,A,,A,,1
173799,R,67578,A,,A,,G,2253,A,,G,2253,A,,A,,2
173896,A,,A,,R,5823,A,,G,243,A,,G,243,R,16,-2
173902,R,65815,A,,A,,G,2194,A,,G,2194,A,,A,,2
173911,R,55798,A,,A,,G,1860,A,,G,1860,A,,A,,2
173920,R,346557,A,,R,31564,G,11552,G,1315,G,11552,G,1315,R,19,2
173957,R,14040,A,,R,19008,G,468,G,792,G,468,G,792,R,411,2
174020,R,127101,A,,R,10362,G,4237,G,432,G,4237,G,432,R,76,2
174066,R,1002655,A,,R,189370,G,33422,G,7890,G,33422,G,7890,R,5789,2
174075,R,50926,A,,A,,G,1698,A,,G,1698,A,,A,,2
174127,R,20046,A,,R,2176,G,668,G,91,G,668,G,91,A,,2
174136,R,125013,A,,A,,G,4167,A,,G,4167,A,,A,,2
174154,R,26990,A,,R,135,G,900,G,6,G,900,G,6,A,,2
174190,A,,R,56893,A,,G,63,A,,G,63,A,,A,,1
174233,R,234278,A,,R,12248,G,7809,G,510,G,7809,G,510,R,260,2
174251,R,29010,A,,A,,G,967,A,,G,967,A,,A,,2
174321,A,,R,152668,A,,G,170,A,,G,170,A,,A,,1
174358,R,93090,A,,R,18200,G,3103,G,758,G,3103,G,758,A,,2
174376,R,90339,A,,A,,G,3011,A,,G,3011,A,,A,,2
174428,R,194441,A,,A,,G,6481,A,,G,6481,A,,A,,2
174437,R,19648,A,,R,1291,G,655,G,54,G,655,G,54,A,,2
174473,R,42766,A,,A,,G,1426,A,,G,1426,A,,A,,2
174491,R,69661,A,,R,1465,G,2322,G,61,G,2322,G,61,A,,2
174507,R,9887,A,,R,3314,G,330,G,138,G,330,G,138,R,634,2
174525,R,2668,A,,A,,G,89,A,,G,89,A,,A,,2
174570,R,24966,A,,A,,G,832,A,,G,832,A,,A,,2
174738,R,93599,A,,A,,G,3120,A,,G,3120,A,,A,,2
174747,R,44710,A,,R,138,G,1490,G,6,G,1490,G,6,R,37,2
174756,R,77233,A,,A,,G,2574,A,,G,2574,A,,A,,2
174783,R,165478,A,,R,33963,G,5516,G,1415,G,5516,G,1415,A,,2
174792,R,46380,A,,R,1984,G,1546,G,83,G,1546,G,83,A,,2
174817,R,33985,A,,R,40435,G,1133,G,1685,G,1133,G,1685,R,155,2
174844,R,90017,A,,A,,G,3001,A,,G,3001,A,,A,,2
174862,R,28876,A,,R,5851,G,963,G,244,G,963,G,244,A,,2
174899,R,59468,A,,R,17208,G,1982,G,717,G,1982,G,717,R,462,2
174914,R,194549,A,,R,40838,G,6485,G,1702,G,6485,G,1702,R,575,2
174978,A,,R,146766,A,,G,163,A,,G,163,A,,A,,1
175005,R,66184,A,,R,16964,G,2206,G,707,G,2206,G,707,R,294,2
175014,R,291777,A,,R,19364,G,6484,G,538,G,6484,G,538,R,12,2
175041,R,101926,A,,A,,G,3398,A,,G,3398,A,,A,,2
175078,R,89654,A,,R,8509,G,2988,G,355,G,2988,G,355,A,,2
175120,R,19416,A,,A,,G,647,A,,G,647,A,,A,,2
175139,A,,A,,R,2861,A,,G,119,A,,G,119,R,52,-2
175227,R,38852,A,,A,,G,1295,A,,G,1295,A,,A,,2
175236,R,62205,A,,A,,G,2074,A,,G,2074,A,,A,,2
175263,R,36622,A,,A,,G,1221,A,,G,1221,A,,A,,2
175272,R,146566,A,,R,13458,G,4886,G,561,G,4886,G,561,R,38,2
175281,A,,A,,R,22,A,,G,1,A,,G,1,R,1148,-2
175315,R,166345,A,,A,,G,5545,A,,G,5545,A,,A,,2
175342,R,68221,A,,R,7585,G,2274,G,316,G,2274,G,316,R,83,2
175421,R,47369,A,,R,29794,G,1579,G,1241,G,1579,G,1241,A,,2
175430,R,20492,A,,R,766,G,683,G,32,G,683,G,32,A,,2
175494,A,,R,148200,A,,G,165,A,,G,165,A,,A,,1
175519,R,44785,A,,A,,G,1493,A,,G,1493,A,,A,,2
175573,R,55726,A,,A,,G,1858,A,,G,1858,A,,A,,2
175616,R,48221,A,,R,15786,G,1607,G,658,G,1607,G,658,R,31,2
175643,R,60389,A,,A,,G,2013,A,,G,2013,A,,A,,2
175652,R,91924,A,,A,,G,3064,A,,G,3064,A,,A,,2
175698,A,,R,12589,A,,G,14,A,,G,14,A,,A,,1
175722,A,,R,34049,A,,G,38,A,,G,38,A,,A,,1
175786,R,212032,A,,A,,G,7068,A,,G,7068,A,,A,,2
175810,R,125788,A,,A,,G,4193,A,,G,4193,A,,A,,2
175829,R,128491,A,,A,,G,4283,A,,G,4283,A,,A,,2
175856,R,131051,A,,R,25786,G,4368,G,1074,G,4368,G,1074,A,,2
175883,R,109699,A,,A,,G,3657,A,,G,3657,A,,A,,2
175935,R,64613,A,,A,,G,2154,A,,G,2154,A,,A,,2
175980,R,16333,A,,R,1341,G,544,G,56,G,544,G,56,A,,2
176008,R,48435,A,,A,,G,1615,A,,G,1615,A,,A,,2
176017,R,575633,A,,R,74449,G,19188,G,3102,G,19188,G,3102,R,1908,2
176035,R,55322,A,,R,5275,G,1844,G,220,G,1844,G,220,R,10,2
176044,R,39637,A,,R,2872,G,1321,G,120,G,1321,G,120,A,,2
176053,R,78236,A,,R,22193,G,2608,G,925,G,2608,G,925,R,437,2
176062,A,,R,52430,A,,G,58,A,,G,58,A,,A,,1
176071,R,205109,A,,A,,G,6837,A,,G,6837,A,,A,,2
176080,R,529999,A,,R,73109,G,17667,G,3046,G,17667,G,3046,R,864,2
176169,R,83328,A,,A,,G,2778,A,,G,2778,A,,A,,2
176178,R,175355,A,,A,,G,5845,A,,G,5845,A,,A,,2
176239,R,169676,A,,A,,G,5656,A,,G,5656,A,,A,,2
176318,R,13548,A,,A,,G,452,A,,G,452,A,,A,,2
176336,R,2717,A,,A,,G,91,A,,G,91,A,,A,,2
176354,R,47745,A,,A,,G,1592,A,,G,1592,A,,A,,2
176372,R,285457,A,,R,58093,G,9515,G,2421,G,9515,G,2421,A,,2
176406,R,20523,A,,R,361,G,684,G,15,G,684,G,15,A,,2
176433,A,,R,52603,A,,G,58,A,,G,58,A,,A,,1
176451,R,423,A,,R,2040,G,14,G,85,G,14,G,85,A,,2
176479,R,59723,A,,R,25126,G,1327,G,698,R,1991,R,1047,R,905,2
176600,A,,A,,R,1288,A,,G,54,A,,G,54,A,,-2
176628,R,35868,A,,R,13925,G,1196,G,580,G,1196,G,580,A,,2
176664,R,9274,A,,R,597,G,309,G,25,G,309,G,25,A,,2
176716,A,,R,108711,A,,G,121,A,,G,121,A,,A,,1
176770,R,16510,A,,R,3409,G,550,G,142,G,550,G,142,R,13,2
176789,R,4125,A,,R,879,G,138,G,37,G,138,G,37,A,,2
176798,A,,R,161636,A,,G,180,A,,G,180,A,,A,,1
176910,R,3447,A,,R,485,G,115,G,20,G,115,G,20,A,,2
176947,R,31153,A,,A,,G,1038,A,,R,1059,A,,A,,2
176965,R,175312,A,,R,94663,G,5844,G,3944,G,5844,G,3944,A,,2
176983,A,,R,34401,A,,G,38,A,,G,38,A,,A,,1
177038,R,2542,A,,R,30,G,85,G,1,G,85,G,1,R,542,2
177065,R,126241,A,,R,7564,G,4208,G,315,G,4208,G,315,A,,2
177083,R,993,A,,A,,G,33,A,,G,33,A,,A,,2
177092,A,,A,,R,6454,A,,G,269,A,,G,269,A,,-2
177117,R,7755,A,,A,,G,259,A,,G,259,A,,A,,2
177126,A,,A,,R,8083,A,,G,337,A,,G,337,R,22,-2
177135,R,75472,A,,A,,G,2516,A,,G,2516,A,,A,,2
177144,R,29919,A,,R,3413,G,997,G,142,G,997,G,142,A,,2
177214,R,42641,A,,R,4893,G,1421,G,204,G,1421,G,204,A,,2
177250,R,50346,A,,A,,G,1678,A,,G,1678,A,,A,,2
177278,A,,A,,R,1310,A,,G,55,A,,G,55,A,,-2
177302,R,15750,A,,A,,G,525,A,,G,525,A,,A,,2
177339,R,39124,A,,R,10033,G,1304,G,418,G,1304,G,418,R,167,2
177418,R,20389,A,,R,5120,G,680,G,213,G,680,G,213,A,,2
177436,A,,R,43048,A,,G,48,A,,G,48,A,,A,,1
177472,R,223395,A,,A,,G,7447,A,,G,7447,A,,A,,2
177542,R,12223,A,,R,1383,G,407,G,58,G,407,G,58,A,,2
177551,R,34430,A,,A,,G,1148,A,,G,1148,A,,A,,2
177588,A,,R,64560,A,,G,72,A,,G,72,A,,A,,1
177603,A,,R,130070,A,,G,145,A,,G,145,A,,A,,1
177676,R,72753,A,,A,,G,2425,A,,G,2425,A,,A,,2
177685,A,,R,165626,A,,G,184,A,,G,184,A,,A,,1
177719,R,17072,A,,R,1046,G,569,G,44,G,569,G,44,R,24,2
177746,R,23880,A,,A,,G,796,A,,G,796,A,,A,,2
177816,A,,A,,R,1727,A,,G,72,A,,G,72,A,,-2
177834,A,,A,,R,44817,A,,G,1867,A,,G,1867,R,2056,-2
177931,A,,R,30510,A,,G,34,A,,G,34,A,,A,,1
177940,R,45006,A,,R,1731,G,1500,G,72,G,1500,G,72,A,,2
177968,R,127269,A,,R,46546,G,4242,G,1939,G,4242,G,1939,A,,2
177977,R,76764,A,,A,,G,2559,A,,G,2559,A,,A,,2
177986,R,10188,A,,R,11416,G,340,G,476,G,340,G,476,R,1018,2
177995,R,263642,A,,A,,G,8788,A,,G,8788,A,,A,,2
178059,R,153004,A,,R,57277,G,5100,G,2387,G,5100,G,2387,R,379,2
178077,A,,R,92875,A,,G,103,A,,G,103,A,,A,,1
178183,R,4601,A,,A,,G,153,A,,G,153,A,,A,,2
178208,R,18604,A,,R,27619,G,620,G,1151,G,620,G,1151,R,801,2
178217,R,53670,A,,A,,G,1789,A,,G,1789,A,,A,,2
178244,R,62392,A,,R,12669,G,2080,G,528,G,2080,G,528,A,,2
178341,R,90990,A,,R,2724,G,3033,G,114,G,3033,G,114,A,,2
178369,R,41069,A,,R,1526,G,1369,G,64,G,1369,G,64,A,,2
178387,R,71329,A,,R,3449,G,2378,G,144,G,2378,G,144,A,,2
178396,R,677766,A,,R,84529,G,22592,G,3522,G,22592,G,3522,R,1763,2
178402,R,202764,A,,R,52681,G,6759,G,2195,G,6759,G,2195,R,1774,2
178411,R,150651,A,,R,26363,G,5022,G,1098,G,5022,G,1098,A,,2
178420,R,181592,A,,R,36508,G,6053,G,1521,G,6053,G,1521,R,177,2
178448,R,96911,A,,A,,G,3230,A,,G,3230,A,,A,,2
178518,A,,A,,R,2190,A,,G,91,A,,G,91,A,,-2
178527,A,,R,63057,A,,G,70,A,,G,70,A,,A,,1
178615,R,77789,A,,R,8200,G,2593,G,342,G,2593,G,342,A,,2
178624,R,134678,A,,R,69101,G,4489,G,2879,G,4489,G,2879,A,,2
178679,R,16165,A,,R,1449,G,539,G,60,G,539,G,60,A,,2
178697,R,47882,A,,A,,G,1596,A,,G,1596,A,,A,,2
178721,R,114734,A,,R,17186,G,3824,G,716,G,3824,G,716,A,,2
178767,R,5985,A,,A,,G,133,A,,G,133,A,,A,,2
178828,A,,R,9990,A,,G,11,A,,G,11,A,,A,,1
178891,R,59285,A,,A,,G,1976,A,,G,1976,A,,A,,2
178989,R,9099,A,,R,704,G,303,G,29,G,303,G,29,A,,2
179043,R,56666,A,,R,16497,G,1889,G,687,G,1889,G,687,R,270,2
179159,R,233644,A,,R,96840,G,7788,G,4035,G,7788,G,4035,R,1490,2
179195,A,,R,26622,A,,G,30,A,,G,30,A,,A,,1
179265,R,7835,A,,R,80,G,261,G,3,G,261,G,3,R,343,2
179308,R,287564,A,,A,,G,9585,A,,G,9585,A,,A,,2
179317,A,,A,,R,1615,A,,G,67,A,,G,67,A,,-2
179326,R,36801,A,,R,5705,G,1227,G,238,G,1227,G,238,R,186,2
179344,R,30035,A,,A,,G,1001,A,,G,1001,A,,A,,2
179511,R,3158,A,,A,,G,105,A,,G,105,A,,A,,2
179539,R,74023,A,,A,,G,2467,A,,G,2467,A,,A,,2
179548,R,10963,A,,R,4806,G,365,G,200,G,365,R,184,A,,2
179557,R,196270,A,,R,28282,G,6542,G,1178,G,6542,G,1178,A,,2
179566,R,392138,A,,R,77565,G,13071,G,3232,G,13071,G,3232,R,468,2
179645,R,56970,A,,A,,G,1899,A,,G,1899,A,,A,,2
179715,R,41807,A,,A,,G,1394,A,,G,1394,A,,A,,2
179812,A,,A,,R,3300,A,,G,138,A,,G,138,R,1859,-2
179867,R,240693,A,,R,118899,G,8023,G,4954,G,8023,G,4954,R,3657,2
179894,R,63696,A,,R,97974,G,2123,G,4082,R,2242,R,4754,R,92,2
179946,R,17792,A,,A,,G,593,A,,G,593,A,,A,,2
179955,R,26750,A,,R,467,G,892,G,19,G,892,G,19,A,,2
179964,R,31172,A,,R,8922,G,1039,G,372,G,1039,G,372,A,,2
179991,A,,R,32402,A,,G,36,A,,G,36,A,,A,,1
180054,R,6417,A,,A,,G,214,A,,G,214,A,,A,,2
180063,A,,R,24462,A,,G,27,A,,G,27,A,,A,,1
180081,R,12948,A,,A,,G,432,A,,G,432,A,,A,,2
180090,A,,R,99000,A,,G,110,A,,G,110,A,,A,,1
180106,R,34485,A,,R,1062,G,1150,G,44,G,1150,G,44,A,,2
180151,R,9164,A,,A,,G,305,A,,G,305,A,,A,,2
180160,R,5426,A,,A,,G,181,A,,G,181,A,,A,,2
180179,R,78603,A,,R,5722,G,2620,G,238,G,2620,G,238,A,,2
180197,R,36238,A,,A,,G,1208,A,,G,1208,A,,A,,2
180203,R,3304,A,,A,,G,110,A,,G,110,A,,A,,2
180212,R,10459,A,,A,,G,349,A,,G,349,A,,A,,2
180249,R,26453,A,,A,,G,882,A,,G,882,A,,A,,2
180258,R,16388,A,,R,2663,G,546,G,111,G,546,G,111,A,,2
180276,R,21490,A,,A,,G,716,A,,G,716,A,,A,,2
180328,R,8415,A,,A,,G,281,A,,G,281,A,,A,,2
180373,R,14100,A,,A,,G,470,A,,G,470,A,,A,,2
180416,R,40529,A,,R,3184,G,1351,G,133,G,1351,G,133,A,,2
180461,R,426132,A,,R,30456,G,14204,G,1269,G,14204,G,1269,R,113,2
180489,R,197214,A,,R,26737,G,6574,G,1114,G,6574,G,1114,R,756,2
180522,R,23673,A,,R,665,G,789,G,28,G,789,G,28,A,,2
180595,R,22757,A,,R,5600,G,759,G,233,G,759,R,122,R,90,2
180647,R,23473,A,,R,599,G,522,G,17,G,522,G,17,A,,2
180692,R,37918,A,,R,250,G,1264,G,10,G,1264,G,10,A,,2
180814,R,248896,A,,R,54988,G,8297,G,2291,G,8297,G,2291,A,,2
180832,R,16513,A,,R,6388,G,550,G,266,G,550,G,266,R,100,2
180878,R,13412,A,,R,2979,G,447,G,124,G,447,G,124,A,,2
180902,R,105881,A,,A,,G,3529,A,,G,3529,A,,A,,2
180948,R,45811,A,,R,6827,G,1527,G,284,G,1527,G,284,A,,2
180957,A,,R,87477,A,,G,97,A,,G,97,A,,A,,1
180984,R,48260,A,,R,8775,G,1609,G,366,G,1609,G,366,A,,2
181002,R,144068,A,,R,25149,G,4802,G,1048,G,4802,G,1048,R,2780,2
181020,R,29393,A,,R,10627,G,980,G,443,G,980,G,443,A,,2
181127,R,28430,A,,R,486,G,948,G,20,G,948,G,20,A,,2
181145,R,628,A,,A,,G,21,A,,G,21,A,,A,,2
181190,A,,R,119085,A,,G,132,A,,G,132,A,,A,,1
181215,R,115820,A,,R,25699,G,3861,G,1071,G,3861,G,1071,A,,2
181297,R,22470,A,,R,6216,G,749,G,259,G,749,G,259,A,,2
181303,R,419609,A,,A,,G,9325,A,,G,9325,A,,A,,2
181312,R,37223,R,38925,A,,G,1284,A,,G,1284,A,,A,,3
181330,R,38387,A,,R,4943,G,1280,G,206,G,1280,G,206,Z,0,2
181394,R,324223,A,,R,45756,G,10807,G,1907,G,10807,G,1907,A,,2
181419,R,10083,A,,A,,G,336,A,,G,336,A,,A,,2
181428,R,28223,A,,R,29936,G,941,G,1247,G,941,G,1247,R,1438,2
181446,R,61416,A,,R,3403,G,2047,G,142,G,2047,G,142,A,,2
181464,R,535861,A,,R,66385,G,17862,G,2766,G,17862,G,2766,R,672,2
181491,R,89126,R,35634,A,,G,3010,A,,G,3010,A,,A,,3
181534,R,33450,A,,R,3455,G,1115,G,144,G,1115,G,144,A,,2
181543,R,511,A,,A,,G,17,A,,G,17,A,,A,,2
181604,R,13537,A,,R,3134,G,451,G,131,G,451,G,131,R,146,2
